91,Sergio,Michaels,López,43,15,Calle:Jáltipan Colonia:Zenón Delgado Alcaldia:Álvaro Obregón C.P:01220,Internacional,Clonación-Club Inclusivo-Don Gato-Saber más-Laguna-Reconstruccion-Pureza-Rápido y Eficaz-Apoyo comunitario-Aprendizaje Dinamico-TerraMar
92,Grasiela,Díaz,Smith,26,7,Calle:Polacos Colonia:Zenón Delgado Alcaldia:Álvaro Obregón C.P:01220,Escuela Global-Nuevo Amanecer,Rápido y Eficaz-Calidad de vida-Apoyo comunitario-CEMEX-Reconstruccion
93,Angel,Yorke,Morrissey,46,6,Calle:Avenida Luis Yuren Colonia:El Risco C.T.M. Alcaldia:Gustavo A. Madero C.P:07090,ONG,CEMEX-Saber más-Convivencia Internacional
94,Antonela,Ramírez,Wilkins,51,20,Calle:Avenida Enrique Torres Calderón Colonia:El Risco C.T.M. Alcaldia:Gustavo A. Madero C.P:07090,Fauna-Internacional,Vuelo al desarrollo-TerraMar-Hazlo Posible-Pureza-Calidad de vida-Rápido y Eficaz-La Raza Cósmica-Teletón-Sputnik-Clonación-Unidad-Caras Inocentes-Metro
95,Rafael,Villa,Joyce,33,12,Calle:Vicente García González  Colonia:El Risco C.T.M. Alcaldia:Gustavo A. Madero C.P:07090,Vista hacia el futuro-Mundo Educa,La Raza Cósmica-Anticorrupcion-Convivencia Internacional-Vuelo al desarrollo-CEMEX-Ciencia T-Teletón-Alimentemos al mundo-Sputnik-Clonación-Laguna-Tecnologia para todos
96,Annie,Sánchez,López,18,0,Calle:Hermilo Heredia Colonia:El Risco C.T.M. Alcaldia:Gustavo A. Madero C.P:07090,Cometa-Flora-ONG,El trabajador no tiene ningun proyecto histórico
97,Grasiela,Flores,García,23,2,Calle:Roberto Gómez Muñoz Colonia:El Risco C.T.M. Alcaldia:Gustavo A. Madero C.P:07090,Vista hacia el futuro,El trabajador no tiene ningun proyecto histórico
98,Jesica,West,Yorke,64,28,Calle:Lindavista Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Internacional,Langosta-Club Inclusivo-Rápido y Eficaz-MAGA-Don Gato-Sembrando Oportunidades-Apoyo comunitario-La Raza Cósmica-Mundo Tecnologico-Aprendizaje Dinamico-Viaje en el tiempo-CEMEX-Sputnik-Alimentemos al mundo-Teletón-TerraMar-Tecnologia para todos-Paperclip-Laguna-Clonación-Calidad de vida-Convivencia Internacional
99,Luis,Williams,Hernández,27,7,Calle:Sierravista Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,ONG-Flora-Fauna,viendo hacia el futuro-Paperclip-Clonación-Laguna
100,Alejandro,Davis,Varela,22,3,Calle:Manizales Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Escuela Global-Fauna,TerraMar-Luciernaga-Revolucion Tecnologica
101,Sebastian,Jones,Rourke,54,22,Calle:Quito Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Escuela Global-Mundo Educa-Fauna,Saber más-Calidad de vida-Sembrando Oportunidades-Caras Inocentes-Conciencia Colectiva-Cerebros Exploradores-Club Inclusivo-Clonación-Integración Familiar-Tecnologia para todos-Don Gato-Rápido y Eficaz-La Raza Cósmica
102,Roque,Brown,Rosillo,25,2,Calle:Matanzas Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,ONG,ProTierra-Orbia
103,Rodrigo,Rosillo,Escañuela,46,24,Calle:Cinefuegos Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Escuela Global-Mundo Educa-Fauna,La Raza Cósmica-Tecnologia para todos-Hazlo Posible-Langosta-Calidad de vida-Reconstruccion-Rápido y Eficaz-Pureza-Sputnik-Viaje en el tiempo-Apoyo comunitario-Mundo Tecnologico-Vuelo al desarrollo-ProTierra
104,Grasiela,Escañuela,Torres,49,20,Calle:Cuzco Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,ONG,Caras Inocentes-Saber más-Mundo Tecnologico-Orbia-Paperclip-Apoyo comunitario-ProTierra-Alimentemos al mundo-Calidad de vida-Aprendizaje Dinamico-La Raza Cósmica-MAGA-Club Inclusivo-Cerebros Exploradores
105,Mateo,Gutiérrez,Morales,64,39,Calle:Lima Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Vista hacia el futuro-Cometa-Internacional,Calidad de vida-Hazlo Posible-Vuelo al desarrollo-Alimentemos al mundo-Integración Familiar-Anticorrupcion-MAGA-Paperclip-Caras Inocentes-Aprendizaje Dinamico-Reconstruccion-Rápido y Eficaz-Laguna-Cerebros Exploradores-Mundo Tecnologico-Orbia-Sembrando Oportunidades-Viaje en el tiempo-La Raza Cósmica-Apoyo comunitario-TerraMar-Tecnologia para todos-Saber más-Sputnik-Unidad-Pureza
106,Lorena,Byrne,Mao,49,1,Calle:Latacunga Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Fauna-Mundo Educa-Flora,El trabajador no tiene ningun proyecto histórico
107,Marisol,Yorke,Wilson,58,16,Calle:Coquimbo Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Vista hacia el futuro-Flora,Cerebros Exploradores-Don Gato-TerraMar-Saber más-Sputnik-Anticorrupcion-Hazlo Posible-Apoyo comunitario-Langosta-Pureza-Rápido y Eficaz-ProTierra-Tecnologia para todos-MAGA
108,Leonardo,Hazel,Michaels,43,11,Calle:Penambuco Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Vista hacia el futuro-Mundo Educa-Escuela Global,viendo hacia el futuro-Teletón-Hazlo Posible-Sembrando Oportunidades-Clonación-Tecnologia para todos-Convivencia Internacional-Club Inclusivo-Orbia
109,Francisco,Johnson,Michaels,35,8,Calle:Callao Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Escuela Global-Mundo Educa,Apoyo comunitario-Ciencia T-Reconstruccion-Alimentemos al mundo-Sputnik
110,Clara,Johnson,Greenwood,32,4,Calle:Cali Colonia:Lindavista Norte Alcaldia:Gustavo A. Madero C.P:07300,Mundo Educa-ONG-Nuevo Rumbo,TerraMar-Vuelo al desarrollo-Orbia-Clonación
111,Adrián,Byrne,Rodríguez,18,0,Calle:Piura Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Nuevo Amanecer-Mundo Educa,El trabajador no tiene ningun proyecto histórico
112,Martin,Jackson,Díaz,46,27,Calle:Eten Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Flora,Clonación-Luciernaga-Caras Inocentes-Ciencia T-Saber más-TerraMar-Don Gato-Pureza-Paperclip-Integración Familiar-Convivencia Internacional-Calidad de vida-Revolucion Tecnologica-Aprendizaje Dinamico-La Raza Cósmica-Conciencia Colectiva-Unidad-Cerebros Exploradores-Alimentemos al mundo
113,Enrique,Pérez,Yorke,29,7,Calle:Recife Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Fauna-Mundo Educa,Rápido y Eficaz-Tecnologia para todos-La Raza Cósmica-Revolucion Tecnologica-Vuelo al desarrollo
114,Jordan,Torres,Rodríguez,46,27,Calle:Natal Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Escuela Global-Mundo Educa,Hazlo Posible-La Raza Cósmica-Teletón-Ciencia T-Alimentemos al mundo-Rápido y Eficaz-Unidad-Reconstruccion-Saber más-Sputnik-Caras Inocentes-Club Inclusivo-MAGA-Conciencia Colectiva-Convivencia Internacional-CEMEX-Aprendizaje Dinamico-Metro-Paperclip-Clonación-Mundo Tecnologico-Orbia-Apoyo comunitario-Calidad de vida-ProTierra-Anticorrupcion
115,Antonela,Morrissey,Torres,30,6,Calle:Payta Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Flora-Cometa-Nuevo Amanecer,TerraMar-Aprendizaje Dinamico-Teletón-ProTierra-Alimentemos al mundo
116,Enrique,Greenwood,Ortiz,35,17,Calle:Trujillo Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,ONG,Orbia-Saber más-Aprendizaje Dinamico-Laguna-Don Gato-Viaje en el tiempo-Apoyo comunitario-Hazlo Posible-Anticorrupcion-Integración Familiar-Paperclip-Luciernaga-Convivencia Internacional-TerraMar-Vuelo al desarrollo
117,Leonardo,Yañes,Williams,38,0,Calle:Chosica Colonia:Lindavista Sur Alcaldia:Gustavo A. Madero C.P:07300,Fauna,El trabajador no tiene ningun proyecto histórico
118,Lorena,Rivera,Johnson,36,7,Calle:Uranio Colonia:Nueva Industrial Vallejo Alcaldia:Gustavo A. Madero C.P:07700,Escuela Global-Mundo Educa-Nuevo Rumbo,MAGA-Teletón-Viaje en el tiempo-Rápido y Eficaz-Alimentemos al mundo
119,Pedro,Quintero,Yañes,27,2,Calle:Everest Colonia:Lomas de Cuautepec Alcaldia:Gustavo A. Madero C.P:07110,Cometa-Internacional,MAGA-La Raza Cósmica
120,Angel,Joyce,Sánchez,33,7,Calle:Fujiyama Colonia:Lomas de Cuautepec Alcaldia:Gustavo A. Madero C.P:07110,Nuevo Rumbo-Fauna,Aprendizaje Dinamico-Reconstruccion-Hazlo Posible-Apoyo comunitario-Cerebros Exploradores
121,Francisco,Anderson,Rickles,52,1,Calle:Popocatépetl Colonia:Lomas de Cuautepec Alcaldia:Gustavo A. Madero C.P:07110,Nuevo Amanecer-Internacional,Saber más
122,Marta,Morales,Reyes,33,10,Calle:Krakatoa Colonia:Lomas de Cuautepec Alcaldia:Gustavo A. Madero C.P:07110,Nuevo Rumbo,Aprendizaje Dinamico-CEMEX-TerraMar-Reconstruccion-Viaje en el tiempo-La Raza Cósmica-Integración Familiar-Langosta-Apoyo comunitario
123,Luis,Byrne,Greenwood,50,13,Calle:Paricutín Colonia:Lomas de Cuautepec Alcaldia:Gustavo A. Madero C.P:07110,Flora-Cometa-Nuevo Amanecer,Luciernaga-Rápido y Eficaz-Club Inclusivo-Clonación-Laguna-Revolucion Tecnologica-Anticorrupcion-Saber más-Aprendizaje Dinamico-Vuelo al desarrollo
124,Antonela,Curtis,Xu,27,3,Calle:Lombardini Colonia:Martín Carrera Alcaldia:Gustavo A. Madero C.P:07070,Flora-Cometa,CEMEX
125,Frida,Morales,Spilberg,52,10,Calle:General Miguel Miramón Colonia:Martín Carrera Alcaldia:Gustavo A. Madero C.P:07070,Escuela Global-Fauna-Internacional,Unidad-Aprendizaje Dinamico-Metro-Tecnologia para todos-Mundo Tecnologico-Reconstruccion-Viaje en el tiempo-Clonación
126,Luis,Spilberg,Quintero,48,23,Calle:Melchor Muzquiz Colonia:Martín Carrera Alcaldia:Gustavo A. Madero C.P:07070,Escuela Global,Convivencia Internacional-Saber más-Teletón-Apoyo comunitario-Pureza-Paperclip-CEMEX-Sembrando Oportunidades-Revolucion Tecnologica-Laguna-Tecnologia para todos-Mundo Tecnologico-Don Gato-Aprendizaje Dinamico-Integración Familiar-Langosta
127,Clara,Yañes,Xu,50,24,Calle:Avenida General Martín Carrera Colonia:Martín Carrera Alcaldia:Gustavo A. Madero C.P:07070,Escuela Global-Nuevo Amanecer-Vista hacia el futuro,Viaje en el tiempo-Sputnik-Reconstruccion-Saber más-Cerebros Exploradores-TerraMar-Rápido y Eficaz-Calidad de vida-MAGA-Club Inclusivo-Don Gato-ProTierra-Alimentemos al mundo-Unidad-Vuelo al desarrollo-Teletón-Luciernaga-Sembrando Oportunidades-Metro-Conciencia Colectiva-Hazlo Posible-Pureza-Apoyo comunitario
128,Kytzia,Greenwood,Greenwood,61,15,Calle:José Joaquín Herrera Colonia:Martín Carrera Alcaldia:Gustavo A. Madero C.P:07070,Cometa,Orbia-Saber más-Langosta-Vuelo al desarrollo-Apoyo comunitario-Rápido y Eficaz-Viaje en el tiempo-TerraMar-MAGA-Hazlo Posible-Integración Familiar-ProTierra-Caras Inocentes-CEMEX-viendo hacia el futuro
129,Nepamuceno,Xu,Morales,32,1,Calle:Caracas Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Mundo Educa,El trabajador no tiene ningun proyecto histórico
130,Miguel,López,Hazel,62,6,Calle:Cunagua Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,ONG-Fauna-Escuela Global,Cerebros Exploradores-Convivencia Internacional-Luciernaga-Don Gato-Mundo Tecnologico-Unidad
131,Sergio,Escañuela,West,45,7,Calle:Guantánamo Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Mundo Educa-ONG,Tecnologia para todos-Club Inclusivo-Caras Inocentes-Vuelo al desarrollo
132,Jesica,Rickles,Rivera,51,31,Calle:Marianao Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Nuevo Amanecer-Vista hacia el futuro,Conciencia Colectiva-Langosta-Reconstruccion-Sputnik-Convivencia Internacional-MAGA-Paperclip-Orbia-Alimentemos al mundo-Laguna-La Raza Cósmica-Tecnologia para todos-Calidad de vida-Rápido y Eficaz-Sembrando Oportunidades-Don Gato-Anticorrupcion-Metro-Ciencia T-Integración Familiar-Hazlo Posible-Saber más-Aprendizaje Dinamico-Vuelo al desarrollo-viendo hacia el futuro-Luciernaga
133,Lorena,Rivera,Jackson,37,10,Calle:Sucre Sur Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Escuela Global,Laguna-Tecnologia para todos-Don Gato-MAGA-Caras Inocentes-La Raza Cósmica-viendo hacia el futuro-Club Inclusivo-Mundo Tecnologico
134,Enrique,Jackson,Escañuela,28,3,Calle:Sucre Norte Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Cometa,Clonación-La Raza Cósmica-Hazlo Posible
135,Jordan,Yañes,Sánchez,38,7,Calle:Caravelas Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Flora-Mundo Educa-Vista hacia el futuro,Teletón-Langosta-viendo hacia el futuro-Pureza
136,Jordan,Rodríguez,López,54,7,Calle:Porto Alegre Colonia:Torres Lindavista Alcaldia:Gustavo A. Madero C.P:07708,Cometa,Club Inclusivo-Metro-Paperclip-Sembrando Oportunidades-MAGA
137,Adrián,Rourke,Pérez,36,15,Calle:Avenida Ricarte Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Internacional,TerraMar-viendo hacia el futuro-Saber más-Convivencia Internacional-Clonación-Hazlo Posible-Anticorrupcion-Reconstruccion-Tecnologia para todos-CEMEX-La Raza Cósmica
138,Anastasio,Wilkins,Wilson,56,26,Calle:Avenida la Fortuna Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Nuevo Amanecer-ONG-Flora,Orbia-Integración Familiar-Aprendizaje Dinamico-TerraMar-Ciencia T-Calidad de vida-Pureza-Club Inclusivo-Sembrando Oportunidades-Laguna-Unidad-Conciencia Colectiva-ProTierra-Don Gato-Alimentemos al mundo
139,Saul,Escañuela,Palacios,59,36,Calle:Montiel Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Cometa-Nuevo Amanecer,Revolucion Tecnologica-Rápido y Eficaz-ProTierra-Luciernaga-Sputnik-Apoyo comunitario-Conciencia Colectiva-Metro-CEMEX-Reconstruccion-Integración Familiar-Calidad de vida-Viaje en el tiempo-Langosta-Don Gato-Pureza-Aprendizaje Dinamico-Sembrando Oportunidades-Club Inclusivo-Vuelo al desarrollo-Mundo Tecnologico-Ciencia T-TerraMar-Teletón-Orbia-Convivencia Internacional-viendo hacia el futuro-Unidad-Caras Inocentes-Alimentemos al mundo-MAGA-Saber más-Anticorrupcion-Laguna-Cerebros Exploradores
140,Antonela,Yorke,West,21,0,Calle:Ticoman Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Vista hacia el futuro-Nuevo Rumbo,El trabajador no tiene ningun proyecto histórico
141,Clara,Almazo,Brown,62,24,Calle:Calle Garrido Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Cometa,MAGA-Pureza-Vuelo al desarrollo-Teletón-Don Gato-Paperclip-Mundo Tecnologico-Sputnik-Aprendizaje Dinamico-Conciencia Colectiva-Caras Inocentes-viendo hacia el futuro-Reconstruccion-Hazlo Posible-Apoyo comunitario-Metro-Convivencia Internacional-Viaje en el tiempo-Revolucion Tecnologica-Langosta-Rápido y Eficaz
142,Angel,Rivera,Gutiérrez,48,11,Calle:Unión Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Nuevo Rumbo-Cometa,Ciencia T-Rápido y Eficaz-CEMEX-Sembrando Oportunidades-Reconstruccion-La Raza Cósmica
143,Miguel,Ortiz,Byrne,50,14,Calle:Tenayo Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Internacional,Mundo Tecnologico-Langosta-MAGA-Aprendizaje Dinamico-viendo hacia el futuro-Vuelo al desarrollo-Reconstruccion-Teletón-Paperclip
144,Marisol,Rodríguez,Villa,57,16,Calle:Ancón Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Cometa,MAGA-Langosta-Viaje en el tiempo-Laguna-TerraMar-Integración Familiar-Orbia-Conciencia Colectiva-Revolucion Tecnologica-Paperclip-Anticorrupcion-Saber más-Cerebros Exploradores
145,Annie,O'Brien,Hernández,33,12,Calle:Valparaíso Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Flora-Cometa,Sembrando Oportunidades-Mundo Tecnologico-Teletón-Reconstruccion-CEMEX-Calidad de vida-La Raza Cósmica-MAGA-Revolucion Tecnologica-ProTierra-Cerebros Exploradores
146,Gabriel,Curtis,Díaz,39,11,Calle:Santiago Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,ONG,Caras Inocentes-TerraMar-Luciernaga-Teletón-Pureza-Apoyo comunitario
147,Luis,Wilson,Reyes,29,1,Calle:Habana Colonia:Tepeyac Insurgentes Alcaldia:Gustavo A. Madero C.P:07020,Nuevo Rumbo-Escuela Global,Saber más
148,Martin,Brown,Flores,59,41,Calle:Pemex Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Flora-Internacional-Vista hacia el futuro,CEMEX-Caras Inocentes-Conciencia Colectiva-Cerebros Exploradores-ProTierra-Sputnik-Tecnologia para todos-Don Gato-Clonación-Unidad-Club Inclusivo-Pureza-Langosta-Luciernaga-Saber más-Revolucion Tecnologica-Paperclip-viendo hacia el futuro-Rápido y Eficaz-Reconstruccion-Orbia-Mundo Tecnologico-MAGA-Ciencia T-Sembrando Oportunidades-Aprendizaje Dinamico-Hazlo Posible-Anticorrupcion-Laguna-Teletón-TerraMar-Convivencia Internacional-Viaje en el tiempo-La Raza Cósmica-Calidad de vida-Vuelo al desarrollo
149,Miguel,Miller,Rourke,32,4,Calle:Excelsior Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Fauna-Escuela Global-Mundo Educa,Sputnik-Clonación
150,Pedro,Varela,Martínez,32,11,Calle:Ideal Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,ONG-Fauna-Mundo Educa,Don Gato-Apoyo comunitario-Caras Inocentes-Alimentemos al mundo-Pureza-Integración Familiar
151,Annie,Díaz,Morales,52,30,Calle:Fama Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,ONG,Cerebros Exploradores-Sembrando Oportunidades-Ciencia T-MAGA-Laguna-Langosta-Metro-Calidad de vida-ProTierra-TerraMar-Orbia-Teletón-Vuelo al desarrollo-Hazlo Posible-Caras Inocentes-Don Gato-viendo hacia el futuro-Luciernaga-La Raza Cósmica
152,Federico,Cruz,Rourke,65,30,Calle:Eureka Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Nuevo Rumbo-Fauna-Mundo Educa,Sputnik-viendo hacia el futuro-La Raza Cósmica-Laguna-Ciencia T-Tecnologia para todos-Vuelo al desarrollo-Apoyo comunitario-Cerebros Exploradores-CEMEX-MAGA-Rápido y Eficaz-ProTierra-Langosta-Anticorrupcion-Clonación-Mundo Tecnologico-Caras Inocentes-Calidad de vida-Sembrando Oportunidades-Viaje en el tiempo-Hazlo Posible-Conciencia Colectiva
153,Sebastian,Reyes,Pérez,33,1,Calle:Luxo Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Vista hacia el futuro-Mundo Educa,El trabajador no tiene ningun proyecto histórico
154,Marta,Yorke,Reyes,61,24,Calle:Larín Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Cometa,Luciernaga-Alimentemos al mundo-Club Inclusivo-Anticorrupcion-Saber más-Pureza-Laguna-Langosta-Don Gato-Cerebros Exploradores-Viaje en el tiempo-Rápido y Eficaz-Sembrando Oportunidades-viendo hacia el futuro
155,Angel,Mao,Morrissey,55,29,Calle:Fundidora de Monterrey Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Cometa,Saber más-Paperclip-Langosta-Anticorrupcion-Metro-MAGA-Luciernaga-viendo hacia el futuro-Calidad de vida-Vuelo al desarrollo-Integración Familiar-Caras Inocentes-Rápido y Eficaz-ProTierra-Hazlo Posible-Pureza-Clonación-Mundo Tecnologico-Convivencia Internacional-Reconstruccion-Club Inclusivo-La Raza Cósmica
156,Luis,Flores,Villa,65,29,Calle:Fenix Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,Vista hacia el futuro,Hazlo Posible-Tecnologia para todos-Langosta-Metro-Aprendizaje Dinamico-Reconstruccion-Apoyo comunitario-Conciencia Colectiva-Saber más-Sembrando Oportunidades-Calidad de vida-Alimentemos al mundo-Mundo Tecnologico-Laguna-Club Inclusivo-Viaje en el tiempo-Luciernaga-Ciencia T-La Raza Cósmica-Paperclip-Convivencia Internacional-MAGA
157,Luis,Michaels,Rivera,38,6,Calle:Esperanza Colonia:Industrial Alcaldia:Gustavo A. Madero C.P:07800,ONG-Nuevo Amanecer-Internacional,Anticorrupcion-Hazlo Posible-MAGA
158,Miguel,Michaels,González,36,14,Calle:Río Blanco Colonia:Barranca Seca Alcaldia:Milpa Alta C.P:12114,Nuevo Amanecer-Internacional-Escuela Global,Langosta-La Raza Cósmica-Don Gato-Clonación-TerraMar-Saber más-Calidad de vida-Club Inclusivo-Aprendizaje Dinamico-Pureza-ProTierra-Paperclip-Sputnik-Laguna
159,Adrián,Reyes,López,35,16,Calle:Canela Colonia:Tuzanco (La Joya) Alcaldia:Milpa Alta C.P:16888,Flora-Fauna,Anticorrupcion-Apoyo comunitario-Hazlo Posible-ProTierra-Conciencia Colectiva-viendo hacia el futuro-TerraMar-Pureza-Aprendizaje Dinamico-Club Inclusivo-Luciernaga-Alimentemos al mundo-Langosta-Convivencia Internacional-Ciencia T-CEMEX
160,Jordan,Byrne,Sánchez,53,16,Calle:Avenida San Lorenzo Colonia:Villa Milpa Alta Alcaldia:Milpa Alta C.P:12000,Nuevo Rumbo-Internacional-Vista hacia el futuro,Mundo Tecnologico-Ciencia T-Rápido y Eficaz-Metro-Integración Familiar-Hazlo Posible-Calidad de vida-Luciernaga-Langosta-Viaje en el tiempo-Anticorrupcion
161,Federico,Reyes,Martínez,38,15,Calle:Avenida de los 45 metros Colonia:Planetario Lindavista Alcaldia:Gustavo A. Madero C.P:07739,Fauna,Clonación-ProTierra-MAGA-Alimentemos al mundo-Club Inclusivo-Aprendizaje Dinamico-Apoyo comunitario-Hazlo Posible-Rápido y Eficaz-Luciernaga-Reconstruccion-Unidad-Tecnologia para todos
162,Enrique,Rourke,Jackson,64,9,Calle:Allende Colonia:Rosas del Tepeyac Alcaldia:Gustavo A. Madero C.P:07010,Mundo Educa,Teletón-Hazlo Posible-Metro-Unidad-Alimentemos al mundo-Integración Familiar-Laguna
163,Miguel,Flores,Morales,58,32,Calle:Morelos Colonia:Rosas del Tepeyac Alcaldia:Gustavo A. Madero C.P:07010,Mundo Educa,Hazlo Posible-Vuelo al desarrollo-Calidad de vida-Metro-CEMEX-Saber más-Laguna-Mundo Tecnologico-Viaje en el tiempo-Pureza-Rápido y Eficaz-Unidad-Anticorrupcion-Luciernaga-Teletón-Ciencia T-Clonación-Sputnik-La Raza Cósmica-TerraMar-Cerebros Exploradores-Tecnologia para todos-Orbia-MAGA-Integración Familiar-Don Gato-Alimentemos al mundo-Revolucion Tecnologica-Club Inclusivo
164,Sofia,Curtis,Díaz,64,18,Calle:Arrollo Sauces Colonia:La Escalera Alcaldia:Gustavo A. Madero C.P:07320,Fauna,Convivencia Internacional-Cerebros Exploradores-Aprendizaje Dinamico-Conciencia Colectiva-TerraMar-Alimentemos al mundo-Viaje en el tiempo-Revolucion Tecnologica-Rápido y Eficaz-Unidad-Mundo Tecnologico-Orbia-viendo hacia el futuro-Pureza-Calidad de vida-Tecnologia para todos-La Raza Cósmica
165,Leonardo,Yañes,Reyes,56,7,Calle:Arrollo Nuevo Colonia:La Escalera Alcaldia:Gustavo A. Madero C.P:07320,Nuevo Rumbo-Escuela Global-ONG,Sputnik-Orbia-Don Gato-Ciencia T-Aprendizaje Dinamico
166,Frida,Rickles,Wilkins,58,0,Calle:Arrollo Zacatenco Colonia:La Escalera Alcaldia:Gustavo A. Madero C.P:07320,Nuevo Rumbo-Vista hacia el futuro,El trabajador no tiene ningun proyecto histórico
167,Sergio,Villa,Davis,32,0,Calle:Arrollo Viejo Colonia:La Escalera Alcaldia:Gustavo A. Madero C.P:07320,Mundo Educa-Nuevo Rumbo,El trabajador no tiene ningun proyecto histórico
168,Daniela,Varela,Martínez,18,0,Calle:Brasilia Colonia:San Pedro Zacatenco Alcaldia:Gustavo A. Madero C.P:07360,Internacional,El trabajador no tiene ningun proyecto histórico
169,Alejandro,Hazel,Flores,58,17,Calle:Manatí Colonia:San Pedro Zacatenco Alcaldia:Gustavo A. Madero C.P:07360,Fauna-Cometa-Nuevo Rumbo,Mundo Tecnologico-Anticorrupcion-Hazlo Posible-Sputnik-MAGA-Unidad-Apoyo comunitario-Sembrando Oportunidades-Alimentemos al mundo-Aprendizaje Dinamico-TerraMar
170,Rodrigo,Mao,Rodríguez,22,1,Calle:Aracazú Colonia:San Pedro Zacatenco Alcaldia:Gustavo A. Madero C.P:07360,Nuevo Rumbo,El trabajador no tiene ningun proyecto histórico
171,Sofia,Yorke,Morales,23,1,Calle:Acoyapa Colonia:San Pedro Zacatenco Alcaldia:Gustavo A. Madero C.P:07360,Vista hacia el futuro-ONG,Paperclip
172,Sergio,Morales,Cruz,39,15,Calle:Paramaribo Colonia:San Pedro Zacatenco Alcaldia:Gustavo A. Madero C.P:07360,Escuela Global,viendo hacia el futuro-Tecnologia para todos-Teletón-Revolucion Tecnologica-Calidad de vida-La Raza Cósmica-Laguna-Orbia-Hazlo Posible-Apoyo comunitario-Caras Inocentes
173,Adrián,Skywalker,Rourke,40,12,Calle:Coloso de Rodas Colonia:Siete Maravillas Alcaldia:Gustavo A. Madero C.P:07707,Vista hacia el futuro-ONG-Flora,Caras Inocentes-viendo hacia el futuro-Alimentemos al mundo-Club Inclusivo-Reconstruccion-Saber más-Vuelo al desarrollo
174,Rodrigo,Sumner,Villa,57,25,Calle:Jardines de Babilonia Colonia:Siete Maravillas Alcaldia:Gustavo A. Madero C.P:07707,Flora-Fauna,MAGA-Calidad de vida-Orbia-Tecnologia para todos-Saber más-Reconstruccion-Convivencia Internacional-Paperclip-Vuelo al desarrollo-Rápido y Eficaz-Pureza-Conciencia Colectiva-Laguna-Club Inclusivo-Apoyo comunitario-viendo hacia el futuro-Mundo Tecnologico-Clonación-ProTierra-Revolucion Tecnologica-Sputnik-Integración Familiar
